Date,Ciudad,NO (Ąg/m3),NO2 (Ąg/m3),NOX (Ąg/m3),PM10 (Ąg/m3),tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres,Cluster_KMeans,Cluster_DBSCAN,Cluster_Agglomerative,Cluster_GaussianMixture,PCA1,PCA2
2020-04-14,BILBAO,5.0,15.0,22.0,19.0,14.7,9.0,20.1,0.0,67.0,7.8,32.3,1013.5,2,0,0,2,-0.5383970064488812,-0.615842007101257
2020-04-15,BILBAO,2.0,14.0,16.0,15.0,18.3,11.2,23.0,0.0,118.0,24.2,32.3,1011.1,2,0,0,2,-0.5498023262399044,-0.6023523194195362
2020-04-16,BILBAO,2.0,9.0,11.0,11.0,18.4,14.2,24.3,2.0,133.0,22.2,32.3,1012.8,2,0,0,2,-0.549637832985413,-0.6041068313576585
2020-04-17,BILBAO,1.0,10.0,12.0,8.0,18.4,12.7,24.0,2.5,138.0,13.3,32.3,1012.2,2,0,0,2,-0.5476907973722458,-0.6120489837032254
2020-04-18,BILBAO,2.0,10.0,13.0,9.0,15.6,10.0,21.7,5.7,351.0,7.2,32.3,1015.5,2,0,0,2,-0.5406928509383708,-0.6162258349087822
2020-04-19,BILBAO,1.0,9.0,10.0,8.0,14.4,13.6,15.6,0.0,301.0,11.9,32.3,1013.5,2,0,0,2,-0.5387525432217201,-0.6119939558051409
2020-04-20,BILBAO,1.0,9.0,11.0,11.0,15.4,12.3,19.4,0.0,312.0,8.4,32.3,1009.9,2,0,0,2,-0.5403630803978913,-0.615269449464229
2020-04-21,BILBAO,1.0,8.0,9.0,18.0,13.5,11.8,14.8,11.3,320.0,10.2,32.3,1010.3,2,0,0,2,-0.5385682073039695,-0.6113516754226492
2020-04-22,BILBAO,1.0,9.0,11.0,23.0,14.6,11.6,17.4,0.0,297.0,11.7,32.3,1016.9,2,0,0,2,-0.538723799020449,-0.6125843612816041
2020-04-23,BILBAO,7.0,16.0,27.0,17.3,15.5,9.6,22.1,0.0,59.0,6.7,32.3,1019.1,2,0,0,2,-0.5391207765480822,-0.6177213690960027
2020-04-24,BILBAO,6.0,20.0,29.0,17.3,16.4,13.4,22.0,0.0,345.0,6.2,32.3,1014.3,2,0,0,2,-0.5413696116804909,-0.6181211043091721
2020-04-25,BILBAO,1.0,9.0,11.0,29.0,16.6,14.6,20.1,0.0,308.0,7.7,32.3,1011.1,2,0,0,2,-0.542489991793621,-0.6165490180915445
2020-04-26,BILBAO,1.0,3.0,5.0,22.0,16.2,14.0,21.1,5.9,299.0,7.1,32.3,1011.6,2,0,0,2,-0.5423559882447828,-0.6161886913434347
2020-04-27,BILBAO,1.0,11.0,13.0,17.0,14.5,10.7,18.0,2.3,332.0,6.5,32.3,1011.1,2,0,0,2,-0.5383002627646197,-0.6164033907689562
2020-04-28,BILBAO,3.0,13.0,17.0,15.0,13.2,10.3,17.3,3.3,64.0,8.3,32.3,1014.0,2,0,0,2,-0.5359112601880527,-0.6143380963974083
2020-04-29,BILBAO,1.0,8.0,10.0,10.0,14.9,9.3,20.1,0.0,141.0,11.0,32.3,1013.7,2,0,0,2,-0.5395300493670376,-0.6130500411003916
2020-04-30,BILBAO,1.0,5.0,7.0,14.0,17.6,12.4,20.5,0.1,245.0,14.1,32.3,1012.1,2,0,0,2,-0.5459164870198736,-0.611274621930729
2020-05-01,BILBAO,1.0,4.0,6.0,9.0,18.8,15.9,20.1,0.9,247.0,17.3,29.3,1014.2,2,0,0,2,-0.5489749615281445,-0.6090003292503048
2020-05-02,BILBAO,2.0,6.0,9.0,11.0,19.7,14.6,25.6,0.0,75.0,7.9,29.3,1019.0,2,0,0,2,-0.5479104495712733,-0.6184872758227719
2020-05-03,BILBAO,2.0,9.0,12.0,15.0,20.5,13.2,27.2,0.0,52.0,6.6,29.3,1017.8,2,0,0,2,-0.5493600652947064,-0.6199068814631881
2020-05-04,BILBAO,3.0,14.0,17.0,25.0,23.6,15.0,31.9,0.0,107.0,14.1,29.3,1009.5,2,0,0,2,-0.5583352000957582,-0.6137035872044968
2020-05-05,BILBAO,2.0,12.0,15.0,19.0,20.1,13.6,26.5,0.0,100.0,10.3,29.3,1014.3,2,0,0,2,-0.5498171667345113,-0.6160470066475128
2020-05-06,BILBAO,5.0,15.0,23.0,26.0,17.8,11.2,23.9,0.0,333.0,8.7,29.3,1018.2,2,0,0,2,-0.5443454506170333,-0.6168443599133353
2020-05-07,BILBAO,3.0,19.0,23.0,30.0,19.3,15.5,25.0,0.1,335.0,6.7,29.3,1016.9,2,0,0,2,-0.5470730097855921,-0.6191861365094448
2020-05-08,BILBAO,2.0,15.0,17.0,26.0,20.9,16.6,29.8,16.4,239.0,11.4,29.3,1012.7,2,0,0,2,-0.554301890829339,-0.6131035881705741
2020-05-09,BILBAO,1.0,7.0,9.0,17.0,18.5,15.1,25.1,14.4,3.0,10.9,29.3,1009.2,2,0,0,2,-0.5494311841170535,-0.6124246295618149
2020-05-10,BILBAO,1.0,4.0,6.0,9.0,15.2,13.4,16.4,5.8,291.0,15.1,29.3,1006.1,2,0,0,2,-0.5428211712520307,-0.6079910905007425
2020-05-11,BILBAO,1.0,7.0,9.0,14.0,15.1,11.4,19.4,0.1,311.0,14.4,29.3,1007.9,2,0,0,2,-0.5414067117312868,-0.6094981742890598
2020-05-12,BILBAO,2.0,8.0,10.0,18.0,13.0,11.2,14.4,4.5,353.0,6.1,29.3,1012.1,2,0,0,2,-0.5353836887971044,-0.6159063526213248
2020-05-13,BILBAO,2.0,10.0,12.0,13.0,14.3,11.8,17.6,0.1,302.0,6.9,29.3,1007.0,2,0,0,2,-0.5381300320305391,-0.6158542889295793
2020-05-14,BILBAO,1.0,8.0,9.0,13.0,14.3,13.0,15.2,0.4,21.0,6.1,29.3,1008.3,2,0,0,2,-0.5378388822407243,-0.6166623657014784
2020-05-15,BILBAO,1.0,9.0,10.0,30.0,14.1,9.7,15.8,0.1,303.0,9.6,29.3,1017.0,2,0,0,2,-0.5372227703360332,-0.6142617366005296
2020-05-16,BILBAO,1.0,6.0,7.0,31.0,14.8,9.8,18.4,0.0,303.0,13.1,29.3,1022.9,2,0,0,2,-0.5387751604438829,-0.6119700878944863
2020-05-17,BILBAO,1.0,6.0,7.0,19.0,14.6,7.5,20.1,0.0,22.0,7.8,29.3,1026.0,2,0,0,2,-0.5367741291051332,-0.6169759231489615
2020-05-18,BILBAO,3.0,13.0,17.0,20.0,15.9,8.5,22.7,0.0,34.0,8.1,29.3,1026.0,2,0,0,2,-0.5394744573497314,-0.6172806284625845
2020-05-19,BILBAO,4.0,17.0,22.0,23.0,17.6,9.5,25.1,0.0,64.0,8.4,29.3,1023.5,2,0,0,2,-0.5432681027997914,-0.6175270761619399
2020-05-20,BILBAO,4.0,21.0,27.0,28.0,19.4,10.4,28.9,0.0,57.0,8.9,29.3,1019.1,2,0,0,2,-0.547526924595805,-0.6174575566940445
2020-05-21,BILBAO,3.0,21.0,26.0,33.0,21.2,13.3,29.5,0.0,48.0,7.1,29.3,1020.5,2,0,0,2,-0.550586694391739,-0.6200187792025225
2020-05-22,BILBAO,5.0,10.0,17.0,21.0,19.1,15.1,22.8,1.8,356.0,9.0,29.3,1024.4,2,0,0,2,-0.5466074708156698,-0.6174974340714083
2020-05-23,BILBAO,1.0,4.0,5.0,10.0,16.3,10.2,18.9,2.2,6.0,7.8,29.3,1031.4,2,0,0,2,-0.5399250231027238,-0.61795035765957
2020-05-24,BILBAO,1.0,5.0,7.0,16.0,15.2,9.8,20.3,0.0,81.0,8.5,29.3,1031.8,2,0,0,2,-0.5374931028793729,-0.6171544619947484
2020-05-25,BILBAO,4.0,11.0,16.0,24.0,17.8,12.2,23.4,0.0,341.0,10.3,29.3,1028.7,2,0,0,2,-0.5435277516493323,-0.616384344459328
2020-05-26,BILBAO,4.0,13.0,18.0,24.0,17.7,11.8,22.8,0.0,348.0,9.6,29.3,1029.4,2,0,0,2,-0.5430815801791467,-0.6170402475599025
2020-05-27,BILBAO,4.0,19.0,25.0,29.0,19.3,11.9,25.6,0.0,356.0,9.6,29.3,1026.4,2,0,0,2,-0.5466593259444317,-0.6174670454404294
2020-05-28,BILBAO,3.0,18.0,22.0,29.0,25.0,15.5,32.8,0.0,96.0,11.8,29.3,1021.3,2,0,0,2,-0.5592864775884673,-0.6175207800994418
2020-05-29,BILBAO,4.0,20.0,25.0,34.0,21.9,15.4,27.5,0.0,337.0,10.5,29.3,1016.4,2,0,0,2,-0.553266866246217,-0.616862014539247
2020-05-30,BILBAO,2.0,14.0,16.0,29.0,21.9,13.9,30.3,0.0,67.0,9.1,29.3,1013.3,2,0,0,2,-0.5532905318991236,-0.6178383430622351
2020-05-31,BILBAO,1.0,13.0,15.0,32.0,21.7,16.4,28.0,0.0,77.0,9.9,29.3,1010.9,2,0,0,2,-0.5533464745558857,-0.6167985395417063
2020-06-01,BILBAO,2.0,12.0,14.0,25.0,21.4,17.5,24.9,0.0,329.0,10.1,27.4,1013.8,2,0,0,2,-0.5524569475492211,-0.616757630728219
2020-06-02,BILBAO,3.0,13.0,17.0,27.0,21.1,17.1,26.0,0.0,216.0,8.5,27.4,1015.2,2,0,0,2,-0.5513153559496777,-0.6182063078335567
2020-06-03,BILBAO,1.0,10.0,11.0,21.0,20.0,17.1,23.1,9.1,305.0,10.2,27.4,1010.6,2,0,0,2,-0.5513581677224574,-0.6145511346518633
2020-06-04,BILBAO,1.0,9.0,11.0,14.0,16.4,13.6,18.5,24.1,283.0,16.5,27.4,1008.0,2,0,0,2,-0.5480688503780853,-0.6050339874792894
2020-06-05,BILBAO,1.0,8.0,10.0,18.0,17.5,14.3,20.3,0.2,293.0,15.6,27.4,1013.7,2,0,0,2,-0.5458992585757402,-0.6100088289888221
2020-06-06,BILBAO,1.0,6.0,8.0,8.0,17.2,13.7,20.2,3.2,306.0,10.1,27.4,1012.1,2,0,0,2,-0.5446269456369756,-0.6143150899822545
2020-06-07,BILBAO,1.0,4.0,5.0,9.0,15.1,12.2,18.7,2.8,296.0,12.1,27.4,1014.4,2,0,0,2,-0.540527554560327,-0.611840823288775
2020-06-08,BILBAO,2.0,8.0,11.0,12.0,14.7,11.4,19.1,17.4,318.0,13.7,27.4,1018.5,2,0,0,2,-0.541787962525963,-0.608685508688338
2020-06-09,BILBAO,2.0,10.0,14.0,14.0,15.7,12.1,19.3,0.1,352.0,12.6,27.4,1021.1,2,0,0,2,-0.5406978514618042,-0.6126394927620069
2020-06-10,BILBAO,3.0,12.0,17.0,15.0,16.2,11.5,19.9,0.0,13.0,6.5,27.4,1019.1,2,0,0,2,-0.5404899315451461,-0.618213030727083
2020-06-11,BILBAO,4.0,16.0,21.0,14.0,14.4,10.1,20.8,9.8,25.0,7.5,27.4,1008.1,2,0,0,2,-0.5397832171454944,-0.6141866157117595
2020-06-12,BILBAO,2.0,13.0,16.0,11.0,14.8,9.9,19.5,6.0,66.0,11.9,27.4,1002.9,2,0,0,2,-0.5416540545492777,-0.6103853474088206
2020-06-13,BILBAO,4.0,17.0,23.0,12.0,15.6,11.5,21.6,2.5,79.0,5.8,27.4,1013.1,2,0,0,2,-0.54016354545922,-0.6176877916704698
2020-06-14,BILBAO,2.0,7.0,10.0,12.0,17.7,13.0,22.6,0.0,19.0,8.5,27.4,1020.3,2,0,0,2,-0.5438575450408923,-0.6171791793188033
2020-06-15,BILBAO,5.0,16.0,22.0,13.0,17.7,14.2,22.5,1.0,43.0,7.8,27.4,1022.6,2,0,0,2,-0.5435797835694867,-0.6178991099769319
2020-06-16,BILBAO,4.0,14.0,19.0,12.0,16.4,14.3,19.6,2.1,39.0,8.6,27.4,1020.5,2,0,0,2,-0.541539065075218,-0.616255494456305
2020-06-17,BILBAO,3.0,12.0,17.0,13.0,16.4,13.2,20.1,4.5,309.0,10.2,27.4,1018.8,2,0,0,2,-0.5424629132687551,-0.6143307584173524
2020-06-18,BILBAO,3.0,13.0,17.0,12.0,16.8,13.5,20.4,0.0,9.0,7.1,27.4,1017.8,2,0,0,2,-0.5419923188899706,-0.6178129249886897
2020-06-19,BILBAO,5.0,13.0,20.0,12.0,17.1,11.6,21.2,0.0,14.0,7.5,27.4,1020.5,2,0,0,2,-0.5423862720578135,-0.6178380372371035
2020-06-20,BILBAO,3.0,10.0,14.0,12.0,18.6,11.7,25.1,0.0,22.0,8.6,27.4,1023.1,2,0,0,2,-0.5453835140326047,-0.6177516403490697
2020-06-21,BILBAO,2.0,8.0,12.0,10.0,19.8,13.0,24.4,0.0,10.0,9.4,27.4,1025.7,2,0,0,2,-0.5477034323330928,-0.6178040265560271
2020-06-22,BILBAO,6.0,14.0,23.0,17.0,21.8,15.4,26.8,0.0,63.0,7.7,27.4,1025.0,2,0,0,2,-0.551429934061126,-0.6201653883724236
2020-06-23,BILBAO,7.0,23.0,34.0,28.0,23.3,14.5,32.2,0.0,76.0,8.5,27.4,1016.9,2,0,0,2,-0.5555727675477338,-0.6193422263573529
2020-06-24,BILBAO,2.0,20.0,23.0,36.0,22.0,19.0,26.3,0.0,314.0,10.2,27.4,1014.4,2,0,0,2,-0.5536260367019074,-0.6169896706155135
2020-06-25,BILBAO,1.0,15.0,17.0,29.0,19.7,17.6,24.0,6.7,49.0,10.3,27.4,1016.1,2,0,0,2,-0.5497946225024831,-0.6151606488614277
2020-06-26,BILBAO,1.0,13.0,15.0,17.0,18.2,14.6,19.8,0.0,320.0,6.6,27.4,1015.9,2,0,0,2,-0.5449230824698083,-0.6187077618603134
2020-06-27,BILBAO,3.0,12.0,16.0,14.0,21.1,14.5,28.0,0.0,75.0,10.2,27.4,1016.1,2,0,0,2,-0.5516121341320478,-0.6167507750726057
2020-06-28,BILBAO,1.0,6.0,7.0,11.0,21.9,17.7,27.4,0.4,319.0,9.4,27.4,1019.9,2,0,0,2,-0.5526700669594506,-0.6181361816302049
2020-06-29,BILBAO,2.0,9.0,11.0,12.0,18.8,16.5,20.4,0.5,303.0,6.6,27.4,1021.1,2,0,0,2,-0.5456198969187358,-0.6193984435046035
2020-06-30,BILBAO,6.0,13.0,22.0,16.0,21.2,14.2,27.3,0.0,27.0,9.5,27.4,1015.7,2,0,0,2,-0.5516955743419525,-0.6173916885447092
2020-07-01,BILBAO,5.0,14.0,21.0,13.0,20.2,16.7,24.2,2.0,314.0,8.4,26.8,1015.1,2,0,0,2,-0.549778429116935,-0.6176260736411332
2020-07-02,BILBAO,2.0,11.0,13.0,13.0,17.6,15.6,19.6,0.6,295.0,8.5,26.8,1020.4,2,0,0,2,-0.5437326459987193,-0.6170655730836242
2020-07-03,BILBAO,4.0,10.0,16.0,13.0,18.2,12.7,21.7,0.0,348.0,8.0,26.8,1024.7,2,0,0,2,-0.544251633756558,-0.6182687221265114
2020-07-04,BILBAO,3.0,14.0,19.0,14.0,19.1,10.5,26.2,0.0,32.0,7.8,26.8,1025.1,2,0,0,2,-0.5459799312073061,-0.6188867859157486
2020-07-05,BILBAO,2.0,12.0,15.0,14.0,20.8,13.5,27.7,0.4,21.0,10.0,26.8,1023.7,2,0,0,2,-0.5501537511649917,-0.6174628776717023
2020-07-06,BILBAO,1.0,5.0,7.0,14.0,19.1,15.7,20.2,0.2,345.0,8.7,26.8,1024.7,2,0,0,2,-0.5462662452539738,-0.6180073647487794
2020-07-07,BILBAO,3.0,10.0,15.0,21.0,20.0,14.3,24.8,0.0,78.0,9.2,26.8,1021.5,2,0,0,2,-0.5485383988789465,-0.6176780469802421
2020-07-08,BILBAO,6.0,15.0,23.0,26.0,21.4,13.8,27.9,0.0,61.0,9.5,26.8,1017.9,2,0,0,2,-0.5518501537239491,-0.6176877608468195
2020-07-09,BILBAO,3.0,12.0,16.0,20.0,21.4,16.8,25.0,0.5,335.0,9.7,26.8,1019.1,2,0,0,2,-0.5518346982365921,-0.6175540849365497
2020-07-10,BILBAO,2.0,10.0,12.0,13.0,19.7,17.9,23.2,0.3,314.0,7.0,26.8,1020.9,2,0,0,2,-0.5475276379898246,-0.6194425191818472
2020-07-11,BILBAO,2.0,7.0,10.0,14.0,20.7,15.8,25.4,15.9,50.0,7.8,26.8,1022.0,2,0,0,2,-0.5519213413813657,-0.6172190445713721
2020-07-12,BILBAO,1.0,9.0,11.0,17.0,20.4,15.8,25.8,4.4,25.0,10.4,26.8,1020.3,2,0,0,2,-0.550416616187348,-0.6160779980122912
2020-07-13,BILBAO,3.0,12.0,15.0,22.0,21.0,15.6,25.3,0.0,334.0,8.9,26.8,1023.9,2,0,0,2,-0.5502182303837777,-0.6186195918650365
2020-07-14,BILBAO,2.0,10.0,12.0,16.0,19.3,14.4,23.0,2.2,2.0,11.7,26.8,1022.1,2,0,0,2,-0.5479664359591131,-0.614870408779838
2020-07-15,BILBAO,3.0,9.0,13.0,14.0,18.9,14.6,22.6,0.4,334.0,9.3,26.8,1022.8,2,0,0,2,-0.5462480053097745,-0.6171696837310348
2020-07-16,BILBAO,5.0,10.0,17.0,16.0,19.6,16.6,23.1,0.0,37.0,7.5,26.8,1023.8,2,0,0,2,-0.5470687511854583,-0.6192578201892204
2020-07-17,BILBAO,2.0,8.0,11.0,14.0,20.8,16.8,24.7,0.0,28.0,7.1,26.8,1022.6,2,0,0,2,-0.5495388356466522,-0.6200393323403558
2020-07-18,BILBAO,2.0,10.0,13.0,17.0,22.1,15.2,28.5,0.0,73.0,10.1,26.8,1018.3,2,0,0,2,-0.5533616430692093,-0.6174922479741326
2020-07-19,BILBAO,2.0,12.0,14.0,21.0,22.3,14.4,29.6,0.0,352.0,11.0,26.8,1015.1,2,0,0,2,-0.5543411785759109,-0.6164638209916561
2020-07-20,BILBAO,3.0,14.0,18.0,22.0,22.1,17.8,26.3,0.0,327.0,9.6,26.8,1018.4,2,0,0,2,-0.5532329079487586,-0.617954723455867
2020-07-21,BILBAO,3.0,13.0,17.0,25.0,21.8,16.7,26.1,0.5,360.0,8.5,26.8,1020.1,2,0,0,2,-0.552248564700916,-0.6189130599613827
2020-07-22,BILBAO,4.0,15.0,21.0,31.0,22.6,19.7,27.0,0.0,346.0,8.4,26.8,1019.7,2,0,0,2,-0.5538149810248307,-0.6193863256788869
2020-07-23,BILBAO,2.0,10.0,12.0,23.0,23.3,18.9,26.9,0.0,351.0,7.8,26.8,1019.2,2,0,0,2,-0.5551470626930778,-0.6201932962045252
2020-07-24,BILBAO,6.0,16.0,25.0,21.0,21.4,16.5,25.5,0.0,2.0,10.3,26.8,1019.4,2,0,0,2,-0.5518674773061142,-0.6171042736532462
2020-07-25,BILBAO,2.0,7.0,9.0,15.0,21.4,14.7,27.3,0.0,49.0,8.4,26.8,1017.5,2,0,0,2,-0.5516373970725387,-0.6186467649681623
2020-07-26,BILBAO,2.0,8.0,11.0,14.0,22.2,16.1,27.4,0.0,74.0,7.6,26.8,1017.7,2,0,0,2,-0.5530452786900163,-0.619745286913472
2020-07-27,BILBAO,4.0,10.0,17.0,18.0,23.3,19.1,27.5,0.0,14.0,11.0,26.8,1016.0,2,0,0,2,-0.5562619016103626,-0.616992144472247
2020-07-28,BILBAO,5.0,10.0,18.0,18.0,21.9,19.9,25.8,0.2,1.0,6.4,26.8,1019.3,2,0,0,2,-0.552004442941221,-0.6208241489291174
2020-07-29,BILBAO,2.0,9.0,11.0,18.0,21.8,18.0,25.2,0.0,28.0,7.3,26.8,1018.9,2,0,0,2,-0.552029279177559,-0.6199528345969042
2020-07-30,BILBAO,7.0,18.0,29.0,31.0,28.8,16.9,41.5,0.0,119.0,13.3,26.8,1012.4,2,0,0,2,-0.5683374572150043,-0.6170079633636393
2020-07-31,BILBAO,1.0,8.0,10.0,25.0,23.2,19.6,26.7,0.3,330.0,10.2,26.8,1015.8,2,0,0,2,-0.5559389205899244,-0.6176144806166567
2020-08-01,BILBAO,2.0,8.0,10.0,16.0,21.1,19.1,24.2,7.3,297.0,9.2,27.3,1021.1,2,0,0,2,-0.551889149064374,-0.6171708636732646
2020-08-02,BILBAO,1.0,3.0,5.0,10.0,19.5,17.2,22.9,1.4,292.0,6.1,27.3,1021.9,2,0,0,2,-0.5469608617367608,-0.6201193184359881
2020-08-03,BILBAO,4.0,9.0,14.0,13.0,19.9,15.4,24.4,0.5,20.0,8.4,27.3,1019.8,2,0,0,2,-0.5484154757615646,-0.6181327635002153
2020-08-04,BILBAO,3.0,10.0,14.0,11.0,20.9,15.9,26.0,0.0,48.0,7.4,27.3,1019.2,2,0,0,2,-0.5501979553200833,-0.6194913635139518
2020-08-05,BILBAO,5.0,14.0,21.0,19.0,21.8,13.6,31.1,0.0,77.0,9.2,27.3,1015.0,2,0,0,2,-0.5529185070865718,-0.6178636283736935
2020-08-06,BILBAO,4.0,28.0,33.0,31.0,26.6,15.5,38.8,0.0,90.0,8.7,27.3,1013.5,2,0,0,2,-0.5626820277450387,-0.6203040303110395
2020-08-07,BILBAO,2.0,15.0,17.0,32.0,24.1,19.8,28.1,0.0,359.0,9.1,27.3,1015.7,2,0,0,2,-0.5574683911915235,-0.619040244419791
2020-08-08,BILBAO,2.0,11.0,14.0,25.0,23.2,17.3,29.4,0.9,81.0,9.0,27.3,1020.0,2,0,0,2,-0.5552686835730805,-0.6190190125760907
2020-08-09,BILBAO,1.0,7.0,8.0,23.0,23.6,19.7,28.5,0.0,305.0,10.5,27.3,1015.9,2,0,0,2,-0.5567627970911879,-0.6175688142383485
2020-08-10,BILBAO,1.0,7.0,8.0,21.0,22.9,21.3,26.3,0.0,326.0,6.9,27.3,1013.5,2,0,0,2,-0.5547743770156607,-0.62029410090462
2020-08-11,BILBAO,3.0,18.0,21.0,26.0,23.8,20.3,31.8,4.1,85.0,8.6,27.3,1012.5,2,0,0,2,-0.5577143548694042,-0.6185209407732805
2020-08-12,BILBAO,3.0,13.0,17.0,19.0,23.1,18.7,32.3,7.3,96.0,7.4,27.3,1012.1,2,0,0,2,-0.5565354397441169,-0.6188404674761786
2020-08-13,BILBAO,1.0,7.0,9.0,14.0,20.9,18.3,23.7,0.0,313.0,9.3,27.3,1017.4,2,0,0,2,-0.5508485263121274,-0.6176001057920202
2020-08-14,BILBAO,4.0,8.0,14.0,17.0,20.2,14.8,25.0,1.3,47.0,7.6,27.3,1017.3,2,0,0,2,-0.5492370544080261,-0.6186501246740527
2020-08-15,BILBAO,1.0,5.0,7.0,16.0,21.3,15.9,26.0,0.0,321.0,8.9,27.3,1014.1,2,0,0,2,-0.5519388640340536,-0.617828878714985
2020-08-16,BILBAO,2.0,7.0,9.0,15.0,20.2,14.0,26.1,0.0,42.0,7.9,27.3,1015.0,2,0,0,2,-0.5493765364601709,-0.6183319752627379
2020-08-17,BILBAO,4.0,20.0,26.0,19.0,20.6,14.5,28.4,0.9,101.0,6.3,27.3,1013.9,2,0,0,2,-0.5500683124821032,-0.6197374160062531
2020-08-18,BILBAO,2.0,17.0,20.0,15.0,23.4,16.4,31.0,0.0,99.0,6.9,27.3,1013.7,2,0,0,2,-0.5557631500706208,-0.6205346973471442
2020-08-19,BILBAO,2.0,17.0,20.0,19.0,29.1,19.0,37.7,0.0,160.0,12.0,27.3,1006.3,2,0,0,2,-0.5693324367928833,-0.6177439449634305
2020-08-20,BILBAO,4.0,17.0,23.0,23.0,25.4,21.7,36.4,0.3,293.0,11.4,27.3,1005.8,2,0,0,2,-0.5618076813668058,-0.6165602247344533
2020-08-21,BILBAO,1.0,9.0,10.0,18.0,22.8,18.6,24.7,0.0,53.0,7.6,27.3,1014.2,2,0,0,2,-0.5546568429604747,-0.6196814657898421
2020-08-22,BILBAO,3.0,8.0,11.0,19.0,20.4,15.8,24.5,0.2,353.0,8.1,27.3,1023.8,2,0,0,2,-0.5488575881247731,-0.6190427238431521
2020-08-23,BILBAO,2.0,6.0,8.0,18.0,20.4,15.1,25.6,0.0,23.0,6.8,27.3,1024.8,2,0,0,2,-0.5484091899832573,-0.6203411412148732
2020-08-24,BILBAO,4.0,11.0,17.0,17.0,20.9,14.6,27.5,0.0,74.0,8.9,27.3,1020.2,2,0,0,2,-0.5504364206852168,-0.6182264766171596
2020-08-25,BILBAO,5.0,15.0,22.0,21.0,22.8,15.9,28.1,0.0,19.0,9.7,27.3,1016.0,2,0,0,2,-0.5549452360112866,-0.6179483286107671
2020-08-26,BILBAO,5.0,11.0,19.0,18.0,24.4,19.6,29.2,0.0,53.0,7.6,27.3,1020.3,2,0,0,2,-0.5572004087522286,-0.620966040509245
2020-08-27,BILBAO,5.0,11.0,17.0,20.0,23.2,17.8,30.8,3.7,32.0,9.6,27.3,1018.9,2,0,0,2,-0.555948780418641,-0.6180044763014235
2020-08-28,BILBAO,1.0,8.0,9.0,17.0,18.8,15.1,21.6,6.1,302.0,9.8,27.3,1013.7,2,0,0,2,-0.54804053261616,-0.6150670153111224
2020-08-29,BILBAO,1.0,4.0,5.0,15.0,17.1,13.9,19.8,19.4,293.0,12.7,27.3,1011.0,2,0,0,2,-0.5475566653824896,-0.6096867422830369
2020-08-30,BILBAO,1.0,7.0,8.0,17.0,16.8,12.3,21.2,3.7,284.0,10.2,27.3,1018.0,2,0,0,2,-0.5432446773110229,-0.6145376561791649
2020-08-31,BILBAO,5.0,15.0,23.0,19.0,17.6,10.5,25.1,0.0,88.0,9.0,27.3,1020.3,2,0,0,2,-0.5437726150892198,-0.6166817811153161
2020-09-01,BILBAO,7.0,18.0,28.0,21.0,19.2,13.1,24.8,0.0,34.0,8.1,26.7,1016.8,2,0,0,2,-0.5471959170203309,-0.6178769372530268
2020-09-02,BILBAO,5.0,15.0,22.0,20.0,19.6,13.4,25.3,0.0,60.0,8.9,26.7,1019.7,2,0,0,2,-0.5478633378193016,-0.6176028110904185
2020-09-03,BILBAO,5.0,27.0,34.0,29.0,19.9,11.0,30.5,0.0,68.0,7.8,26.7,1021.4,2,0,0,2,-0.5480188256220111,-0.6188928102356245
2020-09-04,BILBAO,5.0,22.0,28.0,35.0,23.1,14.2,36.6,0.0,87.0,9.0,26.7,1020.7,2,0,0,2,-0.5548536817654693,-0.6191586718391283
2020-09-05,BILBAO,1.0,3.0,5.0,21.0,21.6,19.2,25.2,0.0,330.0,9.4,26.7,1023.6,2,0,0,2,-0.5515834974765932,-0.6184043571902536
2020-09-06,BILBAO,1.0,2.0,3.0,18.0,19.4,16.4,21.9,0.0,326.0,9.1,26.7,1023.5,2,0,0,2,-0.5470738297338229,-0.6176910861897693
2020-09-07,BILBAO,3.0,10.0,14.0,18.0,18.6,12.9,23.2,0.1,36.0,7.4,26.7,1025.1,2,0,0,2,-0.5448893268561978,-0.6190143672826379
2020-09-08,BILBAO,6.0,14.0,23.0,23.0,18.7,12.1,25.6,0.0,75.0,10.2,26.7,1025.6,2,0,0,2,-0.5456772847294329,-0.6165818842072416
2020-09-09,BILBAO,5.0,22.0,30.0,26.0,19.3,12.1,27.7,0.0,36.0,8.6,26.7,1022.9,2,0,0,2,-0.5468223464619989,-0.6180432299968825
2020-09-10,BILBAO,3.0,17.0,21.0,24.0,20.2,14.7,27.3,0.0,13.0,7.6,26.7,1021.6,2,0,0,2,-0.5485560495607694,-0.6192259287414762
2020-09-11,BILBAO,3.0,15.0,19.0,23.0,21.9,16.2,28.6,0.0,66.0,7.3,26.7,1017.8,2,0,0,2,-0.5523565904006197,-0.6198934961275718
2020-09-12,BILBAO,4.0,14.0,20.0,20.0,21.1,14.4,28.5,0.0,78.0,7.8,26.7,1019.9,2,0,0,2,-0.5506169003327718,-0.6192836045393336
2020-09-13,BILBAO,3.0,23.0,26.0,26.0,24.3,14.4,37.7,0.0,79.0,8.7,26.7,1019.5,2,0,0,2,-0.5573472403277345,-0.6198495741177384
2020-09-14,BILBAO,2.0,18.0,20.0,29.0,27.8,20.2,36.6,0.3,176.0,12.2,26.7,1017.9,2,0,0,2,-0.5654755667177425,-0.6180402783470578
